# Created by Octave 4.2.2, Thu May 02 15:41:14 2019 CEST <rpr@rpr-LIFEBOOK-A357>
# name: tmp
# type: complex matrix
# rows: 172
# columns: 1
 (0.017816798442521,0.1634625953554016)
 (10,0)
 (0.2300395044332331,0.03940793836205592)
 (0.08583706134399707,-0.02643525833780745)
 (0.1745979994920914,0.03257408665335788)
 (-0.08693374141803051,0.1155497864238154)
 (-0.1363694792873305,0.1659246731854662)
 (-0.06787530607015882,-0.0486979471163176)
 (-0.05979261797076765,0.02410341812406972)
 (-0.2024493913603075,0.02761766972084116)
 (15,0)
 (0.1410971824774422,0.0685347551005835)
 (0.1173433004309531,0.0502421391413035)
 (0.04102716215554299,0.1335648175231571)
 (-0.05929936015108669,0.08388899603617372)
 (-0.06739559002111646,0.02775786221528857)
 (-0.04165585929431082,-0.03643470727568263)
 (-0.1453523424967185,-0.1145779912743152)
 (0.1690573428595712,-0.1634945895195669)
 (20,0)
 (0.1239917124187782,-0.05702645180032381)
 (0.04450195446606412,0.1209875257952521)
 (-0.02547950597368365,0.09663450215218312)
 (-0.05788233163848905,-0.1222281028998958)
 (-0.2085909465630099,-0.1316561170451975)
 (-0.0414109269062114,-0.08289630931581418)
 (0.02792724494690019,-0.1018219279282145)
 (0.1801743600007523,0.1555699243199133)
 (25,0)
 (0.0885445019780913,0.08474062526875435)
 (0.1109002698451968,0.1397929712249049)
 (-0.1213676973503002,0.1238471501919648)
 (-0.1316450283538011,-0.01031370339445488)
 (0.08086820844535135,-0.1116111499225085)
 (-0.009950561578556796,-0.1418734670652463)
 (0.05076597115579924,0.005678181311223551)
 (-0.2141342173964784,0.1745254704574482)
 (30,0)
 (0.2017522926595844,-0.05736129861174105)
 (-0.06480651715562427,-0.01307228035764155)
 (-0.1499419362989765,0.04964807161793121)
 (-0.07948778643254678,-0.07209285161373805)
 (-0.002683236600283245,0.05462837766009082)
 (0.04890454064429932,0.141118792157166)
 (-0.05983742798044318,0.2650803017970208)
 (-0.1872838072103065,-0.1010116294642982)
 (35,0)
 (0.2531219893372783,-0.002895889735062043)
 (-0.03764676745656057,0.1392072298303923)
 (-0.03273009330542585,-0.04704021399648989)
 (0.0524792128801069,-0.1800047508797687)
 (0.1288680942463619,-0.1452468748212911)
 (-0.03251140406165121,-0.0002001345126553256)
 (-0.2061084467805498,0.02228051836964936)
 (0.1249871035914401,-0.04687338595234578)
 (40,0)
 (0.1040052041957903,-0.115253378325074)
 (-0.07062399113034014,0.1256882422682501)
 (-0.09201943781391467,-0.09082472604993257)
 (0.07034426333468621,-0.01413671930584448)
 (-0.008128083700841088,0.07387962056718726)
 (-0.119550005789789,0.05760324052557158)
 (0.06532913253870351,-0.05161815446257528)
 (0.3572450082962946,-0.08673376777370426)
 (45,0)
 (0.1936098214852257,-0.1879762659881457)
 (-0.1521411775565158,0.006930305461837913)
 (-0.01180004327118774,-0.07307152669717096)
 (0.06509907857414571,-0.02122568475742279)
 (-0.01440533187905747,0.02959980781230516)
 (-0.01564855010104112,-0.2287921401635108)
 (0.1322478683599147,-0.241293356843282)
 (0.113565863523747,0.180119289429912)


